dteday,year_month,day_name,season,casual,registered,cnt
2012-06-20,2012-06,Wed,summer,81,326,407
2012-06-20,2012-06,Wed,summer,42,302,344
2012-06-20,2012-06,Wed,summer,31,226,257
2012-06-20,2012-06,Wed,summer,21,102,123
2012-06-21,2012-06,Thu,fall,16,53,69
2012-06-21,2012-06,Thu,fall,2,16,18
2012-06-21,2012-06,Thu,fall,11,7,18
2012-06-21,2012-06,Thu,fall,3,8,11
2012-06-21,2012-06,Thu,fall,1,11,12
2012-06-21,2012-06,Thu,fall,3,37,40
2012-06-21,2012-06,Thu,fall,3,147,150
2012-06-21,2012-06,Thu,fall,26,437,463
2012-06-21,2012-06,Thu,fall,27,563,590
2012-06-21,2012-06,Thu,fall,32,224,256
2012-06-21,2012-06,Thu,fall,36,114,150
2012-06-21,2012-06,Thu,fall,40,121,161
2012-06-21,2012-06,Thu,fall,33,182,215
2012-06-21,2012-06,Thu,fall,31,141,172
2012-06-21,2012-06,Thu,fall,27,149,176
2012-06-21,2012-06,Thu,fall,40,154,194
2012-06-21,2012-06,Thu,fall,37,283,320
2012-06-21,2012-06,Thu,fall,80,535,615
2012-06-21,2012-06,Thu,fall,78,562,640
2012-06-21,2012-06,Thu,fall,84,415,499
2012-06-21,2012-06,Thu,fall,79,357,436
2012-06-21,2012-06,Thu,fall,55,256,311
2012-06-21,2012-06,Thu,fall,22,221,243
2012-06-21,2012-06,Thu,fall,12,134,146
2012-06-22,2012-06,Fri,fall,16,77,93
2012-06-22,2012-06,Fri,fall,3,28,31
2012-06-22,2012-06,Fri,fall,0,12,12
2012-06-22,2012-06,Fri,fall,1,6,7
2012-06-22,2012-06,Fri,fall,3,7,10
2012-06-22,2012-06,Fri,fall,3,35,38
2012-06-22,2012-06,Fri,fall,4,118,122
2012-06-22,2012-06,Fri,fall,19,340,359
2012-06-22,2012-06,Fri,fall,49,564,613
2012-06-22,2012-06,Fri,fall,55,278,333
2012-06-22,2012-06,Fri,fall,52,133,185
2012-06-22,2012-06,Fri,fall,76,160,236
2012-06-22,2012-06,Fri,fall,63,191,254
2012-06-22,2012-06,Fri,fall,72,228,300
2012-06-22,2012-06,Fri,fall,65,198,263
2012-06-22,2012-06,Fri,fall,72,212,284
2012-06-22,2012-06,Fri,fall,67,313,380
2012-06-22,2012-06,Fri,fall,95,551,646
2012-06-22,2012-06,Fri,fall,62,443,505
2012-06-22,2012-06,Fri,fall,45,317,362
2012-06-22,2012-06,Fri,fall,31,171,202
2012-06-22,2012-06,Fri,fall,40,177,217
2012-06-22,2012-06,Fri,fall,42,155,197
2012-06-22,2012-06,Fri,fall,29,145,174
2012-06-23,2012-06,Sat,fall,14,102,116
2012-06-23,2012-06,Sat,fall,16,107,123
2012-06-23,2012-06,Sat,fall,18,75,93
2012-06-23,2012-06,Sat,fall,10,32,42
2012-06-23,2012-06,Sat,fall,6,13,19
2012-06-23,2012-06,Sat,fall,1,11,12
2012-06-23,2012-06,Sat,fall,10,37,47
2012-06-23,2012-06,Sat,fall,19,59,78
2012-06-23,2012-06,Sat,fall,34,133,167
2012-06-23,2012-06,Sat,fall,85,247,332
2012-06-23,2012-06,Sat,fall,177,317,494
2012-06-23,2012-06,Sat,fall,167,349,516
2012-06-23,2012-06,Sat,fall,203,399,602
2012-06-23,2012-06,Sat,fall,226,338,564
2012-06-23,2012-06,Sat,fall,238,371,609
2012-06-23,2012-06,Sat,fall,217,266,483
2012-06-23,2012-06,Sat,fall,196,317,513
2012-06-23,2012-06,Sat,fall,214,316,530
2012-06-23,2012-06,Sat,fall,194,287,481
2012-06-23,2012-06,Sat,fall,185,240,425
2012-06-23,2012-06,Sat,fall,158,228,386
2012-06-23,2012-06,Sat,fall,99,223,322
2012-06-23,2012-06,Sat,fall,101,178,279
2012-06-23,2012-06,Sat,fall,69,156,225
2012-06-24,2012-06,Sun,fall,31,132,163
2012-06-24,2012-06,Sun,fall,39,88,127
2012-06-24,2012-06,Sun,fall,34,80,114
2012-06-24,2012-06,Sun,fall,19,41,60
2012-06-24,2012-06,Sun,fall,4,9,13
2012-06-24,2012-06,Sun,fall,1,7,8
2012-06-24,2012-06,Sun,fall,6,19,25
2012-06-24,2012-06,Sun,fall,23,48,71
2012-06-24,2012-06,Sun,fall,38,103,141
2012-06-24,2012-06,Sun,fall,63,169,232
2012-06-24,2012-06,Sun,fall,161,291,452
2012-06-24,2012-06,Sun,fall,215,291,506
2012-06-24,2012-06,Sun,fall,227,329,556
2012-06-24,2012-06,Sun,fall,237,348,585
2012-06-24,2012-06,Sun,fall,253,298,551
2012-06-24,2012-06,Sun,fall,197,290,487
2012-06-24,2012-06,Sun,fall,181,280,461
2012-06-24,2012-06,Sun,fall,203,329,532
2012-06-24,2012-06,Sun,fall,186,348,534
2012-06-24,2012-06,Sun,fall,176,247,423
2012-06-24,2012-06,Sun,fall,108,224,332
2012-06-24,2012-06,Sun,fall,76,177,253
2012-06-24,2012-06,Sun,fall,53,125,178
2012-06-24,2012-06,Sun,fall,20,67,87
2012-06-25,2012-06,Mon,fall,31,37,68
2012-06-25,2012-06,Mon,fall,11,20,31
2012-06-25,2012-06,Mon,fall,4,10,14
2012-06-25,2012-06,Mon,fall,1,4,5
2012-06-25,2012-06,Mon,fall,0,4,4
2012-06-25,2012-06,Mon,fall,1,42,43
2012-06-25,2012-06,Mon,fall,11,147,158
2012-06-25,2012-06,Mon,fall,30,455,485
2012-06-25,2012-06,Mon,fall,53,555,608
2012-06-25,2012-06,Mon,fall,37,231,268
2012-06-25,2012-06,Mon,fall,58,126,184
2012-06-25,2012-06,Mon,fall,54,127,181
2012-06-25,2012-06,Mon,fall,74,196,270
2012-06-25,2012-06,Mon,fall,79,181,260
2012-06-25,2012-06,Mon,fall,90,161,251
2012-06-25,2012-06,Mon,fall,65,168,233
2012-06-25,2012-06,Mon,fall,104,310,414
2012-06-25,2012-06,Mon,fall,76,757,833
2012-06-25,2012-06,Mon,fall,100,691,791
2012-06-25,2012-06,Mon,fall,74,508,582
2012-06-25,2012-06,Mon,fall,100,375,475
2012-06-25,2012-06,Mon,fall,50,281,331
2012-06-25,2012-06,Mon,fall,21,166,187
2012-06-25,2012-06,Mon,fall,15,88,103
2012-06-26,2012-06,Tue,fall,8,29,37
2012-06-26,2012-06,Tue,fall,11,19,30
2012-06-26,2012-06,Tue,fall,2,7,9
2012-06-26,2012-06,Tue,fall,2,7,9
2012-06-26,2012-06,Tue,fall,1,9,10
2012-06-26,2012-06,Tue,fall,3,36,39
2012-06-26,2012-06,Tue,fall,12,176,188
2012-06-26,2012-06,Tue,fall,21,531,552
2012-06-26,2012-06,Tue,fall,34,622,656
2012-06-26,2012-06,Tue,fall,30,298,328
2012-06-26,2012-06,Tue,fall,37,153,190
2012-06-26,2012-06,Tue,fall,46,189,235
2012-06-26,2012-06,Tue,fall,80,228,308
2012-06-26,2012-06,Tue,fall,74,232,306
2012-06-26,2012-06,Tue,fall,81,186,267
2012-06-26,2012-06,Tue,fall,88,229,317
2012-06-26,2012-06,Tue,fall,67,349,416
2012-06-26,2012-06,Tue,fall,104,796,900
2012-06-26,2012-06,Tue,fall,105,719,824
2012-06-26,2012-06,Tue,fall,83,529,612
2012-06-26,2012-06,Tue,fall,88,417,505
2012-06-26,2012-06,Tue,fall,61,267,328
2012-06-26,2012-06,Tue,fall,26,219,245
2012-06-26,2012-06,Tue,fall,13,118,131
2012-06-27,2012-06,Wed,fall,15,39,54
2012-06-27,2012-06,Wed,fall,5,18,23
2012-06-27,2012-06,Wed,fall,2,12,14
2012-06-27,2012-06,Wed,fall,1,7,8
2012-06-27,2012-06,Wed,fall,0,11,11
2012-06-27,2012-06,Wed,fall,2,34,36
2012-06-27,2012-06,Wed,fall,7,193,200
2012-06-27,2012-06,Wed,fall,29,498,527
2012-06-27,2012-06,Wed,fall,49,638,687
2012-06-27,2012-06,Wed,fall,29,253,282
2012-06-27,2012-06,Wed,fall,34,138,172
2012-06-27,2012-06,Wed,fall,64,145,209
2012-06-27,2012-06,Wed,fall,77,245,322
2012-06-27,2012-06,Wed,fall,77,244,321
2012-06-27,2012-06,Wed,fall,78,192,270
2012-06-27,2012-06,Wed,fall,61,188,249
2012-06-27,2012-06,Wed,fall,55,337,392
2012-06-27,2012-06,Wed,fall,113,730,843
2012-06-27,2012-06,Wed,fall,85,719,804
2012-06-27,2012-06,Wed,fall,101,542,643
2012-06-27,2012-06,Wed,fall,76,369,445
2012-06-27,2012-06,Wed,fall,54,313,367
2012-06-27,2012-06,Wed,fall,52,245,297
2012-06-27,2012-06,Wed,fall,11,148,159
2012-06-28,2012-06,Thu,fall,2,52,54
2012-06-28,2012-06,Thu,fall,11,14,25
2012-06-28,2012-06,Thu,fall,1,12,13
2012-06-28,2012-06,Thu,fall,1,6,7
2012-06-28,2012-06,Thu,fall,0,11,11
2012-06-28,2012-06,Thu,fall,8,39,47
2012-06-28,2012-06,Thu,fall,8,185,193
2012-06-28,2012-06,Thu,fall,24,484,508
2012-06-28,2012-06,Thu,fall,40,577,617
2012-06-28,2012-06,Thu,fall,33,318,351
2012-06-28,2012-06,Thu,fall,40,144,184
2012-06-28,2012-06,Thu,fall,41,170,211
2012-06-28,2012-06,Thu,fall,49,227,276
2012-06-28,2012-06,Thu,fall,31,205,236
2012-06-28,2012-06,Thu,fall,66,188,254
2012-06-28,2012-06,Thu,fall,24,195,219
2012-06-28,2012-06,Thu,fall,56,331,387
2012-06-28,2012-06,Thu,fall,71,634,705
2012-06-28,2012-06,Thu,fall,100,597,697
2012-06-28,2012-06,Thu,fall,79,492,571
2012-06-28,2012-06,Thu,fall,71,399,470
2012-06-28,2012-06,Thu,fall,89,309,398
2012-06-28,2012-06,Thu,fall,50,224,274
2012-06-28,2012-06,Thu,fall,26,145,171
2012-06-29,2012-06,Fri,fall,24,90,114
2012-06-29,2012-06,Fri,fall,9,33,42
2012-06-29,2012-06,Fri,fall,3,15,18
2012-06-29,2012-06,Fri,fall,3,5,8
2012-06-29,2012-06,Fri,fall,1,9,10
2012-06-29,2012-06,Fri,fall,6,39,45
2012-06-29,2012-06,Fri,fall,15,148,163
2012-06-29,2012-06,Fri,fall,19,361,380
2012-06-29,2012-06,Fri,fall,48,576,624
2012-06-29,2012-06,Fri,fall,39,261,300
2012-06-29,2012-06,Fri,fall,32,139,171
2012-06-29,2012-06,Fri,fall,51,137,188
2012-06-29,2012-06,Fri,fall,53,173,226
2012-06-29,2012-06,Fri,fall,45,194,239
2012-06-29,2012-06,Fri,fall,49,184,233
2012-06-29,2012-06,Fri,fall,47,183,230
2012-06-29,2012-06,Fri,fall,59,292,351
2012-06-29,2012-06,Fri,fall,82,457,539
2012-06-29,2012-06,Fri,fall,50,414,464
2012-06-29,2012-06,Fri,fall,60,303,363
2012-06-29,2012-06,Fri,fall,53,255,308
2012-06-29,2012-06,Fri,fall,41,195,236
2012-06-29,2012-06,Fri,fall,34,129,163
2012-06-29,2012-06,Fri,fall,6,42,48
2012-06-30,2012-06,Sat,fall,4,65,69
2012-06-30,2012-06,Sat,fall,3,55,58
2012-06-30,2012-06,Sat,fall,7,54,61
2012-06-30,2012-06,Sat,fall,3,20,23
2012-06-30,2012-06,Sat,fall,3,15,18
2012-06-30,2012-06,Sat,fall,3,7,10
2012-06-30,2012-06,Sat,fall,6,36,42
2012-06-30,2012-06,Sat,fall,10,82,92
2012-06-30,2012-06,Sat,fall,26,168,194
2012-06-30,2012-06,Sat,fall,41,234,275
2012-06-30,2012-06,Sat,fall,96,308,404
2012-06-30,2012-06,Sat,fall,102,350,452
2012-06-30,2012-06,Sat,fall,143,328,471
2012-06-30,2012-06,Sat,fall,105,323,428
2012-06-30,2012-06,Sat,fall,114,295,409
2012-06-30,2012-06,Sat,fall,117,287,404
2012-06-30,2012-06,Sat,fall,109,264,373
2012-06-30,2012-06,Sat,fall,131,231,362
2012-06-30,2012-06,Sat,fall,91,248,339
2012-06-30,2012-06,Sat,fall,134,240,374
2012-06-30,2012-06,Sat,fall,88,204,292
2012-06-30,2012-06,Sat,fall,48,165,213
2012-06-30,2012-06,Sat,fall,38,134,172
2012-06-30,2012-06,Sat,fall,33,119,152
2012-07-01,2012-07,Sun,fall,27,122,149
2012-07-01,2012-07,Sun,fall,12,81,93
2012-07-01,2012-07,Sun,fall,21,69,90
2012-07-01,2012-07,Sun,fall,6,27,33
2012-07-01,2012-07,Sun,fall,0,4,4
2012-07-01,2012-07,Sun,fall,3,7,10
2012-07-01,2012-07,Sun,fall,8,19,27
2012-07-01,2012-07,Sun,fall,13,37,50
2012-07-01,2012-07,Sun,fall,36,106,142
2012-07-01,2012-07,Sun,fall,51,168,219
2012-07-01,2012-07,Sun,fall,98,268,366
2012-07-01,2012-07,Sun,fall,121,256,377
2012-07-01,2012-07,Sun,fall,114,319,433
2012-07-01,2012-07,Sun,fall,111,309,420
2012-07-01,2012-07,Sun,fall,98,346,444
2012-07-01,2012-07,Sun,fall,101,244,345
2012-07-01,2012-07,Sun,fall,85,228,313
2012-07-01,2012-07,Sun,fall,90,323,413
2012-07-01,2012-07,Sun,fall,95,275,370
2012-07-01,2012-07,Sun,fall,103,279,382
2012-07-01,2012-07,Sun,fall,88,244,332
2012-07-01,2012-07,Sun,fall,77,181,258
2012-07-01,2012-07,Sun,fall,41,110,151
2012-07-01,2012-07,Sun,fall,22,88,110
2012-07-02,2012-07,Mon,fall,12,31,43
2012-07-02,2012-07,Mon,fall,3,14,17
2012-07-02,2012-07,Mon,fall,1,14,15
2012-07-02,2012-07,Mon,fall,0,5,5
2012-07-02,2012-07,Mon,fall,2,10,12
2012-07-02,2012-07,Mon,fall,3,37,40
2012-07-02,2012-07,Mon,fall,4,132,136
2012-07-02,2012-07,Mon,fall,8,390,398
2012-07-02,2012-07,Mon,fall,20,548,568
2012-07-02,2012-07,Mon,fall,56,239,295
2012-07-02,2012-07,Mon,fall,70,104,174
2012-07-02,2012-07,Mon,fall,67,134,201
2012-07-02,2012-07,Mon,fall,74,183,257
2012-07-02,2012-07,Mon,fall,74,162,236
2012-07-02,2012-07,Mon,fall,79,151,230
2012-07-02,2012-07,Mon,fall,59,175,234
2012-07-02,2012-07,Mon,fall,61,304,365
2012-07-02,2012-07,Mon,fall,82,665,747
2012-07-02,2012-07,Mon,fall,72,658,730
2012-07-02,2012-07,Mon,fall,71,510,581
2012-07-02,2012-07,Mon,fall,38,357,395
2012-07-02,2012-07,Mon,fall,17,241,258
2012-07-02,2012-07,Mon,fall,19,169,188
2012-07-02,2012-07,Mon,fall,12,90,102
2012-07-03,2012-07,Tue,fall,9,44,53
2012-07-03,2012-07,Tue,fall,5,9,14
2012-07-03,2012-07,Tue,fall,2,8,10
2012-07-03,2012-07,Tue,fall,0,2,2
2012-07-03,2012-07,Tue,fall,0,6,6
2012-07-03,2012-07,Tue,fall,2,33,35
2012-07-03,2012-07,Tue,fall,5,149,154
2012-07-03,2012-07,Tue,fall,21,462,483
2012-07-03,2012-07,Tue,fall,42,604,646
2012-07-03,2012-07,Tue,fall,46,226,272
2012-07-03,2012-07,Tue,fall,56,153,209
2012-07-03,2012-07,Tue,fall,66,151,217
2012-07-03,2012-07,Tue,fall,74,198,272
2012-07-03,2012-07,Tue,fall,80,203,283
2012-07-03,2012-07,Tue,fall,69,241,310
2012-07-03,2012-07,Tue,fall,71,330,401
2012-07-03,2012-07,Tue,fall,90,437,527
2012-07-03,2012-07,Tue,fall,102,620,722
2012-07-03,2012-07,Tue,fall,85,542,627
2012-07-03,2012-07,Tue,fall,66,431,497
2012-07-03,2012-07,Tue,fall,80,296,376
2012-07-03,2012-07,Tue,fall,36,160,196
2012-07-03,2012-07,Tue,fall,26,151,177
2012-07-03,2012-07,Tue,fall,19,152,171
2012-07-04,2012-07,Wed,fall,19,140,159
2012-07-04,2012-07,Wed,fall,27,96,123
2012-07-04,2012-07,Wed,fall,27,66,93
2012-07-04,2012-07,Wed,fall,9,23,32
2012-07-04,2012-07,Wed,fall,5,11,16
2012-07-04,2012-07,Wed,fall,5,14,19
2012-07-04,2012-07,Wed,fall,9,23,32
2012-07-04,2012-07,Wed,fall,10,62,72
2012-07-04,2012-07,Wed,fall,43,110,153
2012-07-04,2012-07,Wed,fall,90,203,293
2012-07-04,2012-07,Wed,fall,143,304,447
2012-07-04,2012-07,Wed,fall,164,321,485
2012-07-04,2012-07,Wed,fall,164,330,494
2012-07-04,2012-07,Wed,fall,177,322,499
2012-07-04,2012-07,Wed,fall,190,357,547
2012-07-04,2012-07,Wed,fall,155,299,454
2012-07-04,2012-07,Wed,fall,163,226,389
2012-07-04,2012-07,Wed,fall,161,253,414
2012-07-04,2012-07,Wed,fall,159,271,430
2012-07-04,2012-07,Wed,fall,177,255,432
2012-07-04,2012-07,Wed,fall,237,314,551
2012-07-04,2012-07,Wed,fall,222,362,584
2012-07-04,2012-07,Wed,fall,175,327,502
2012-07-04,2012-07,Wed,fall,31,152,183
2012-07-05,2012-07,Thu,fall,17,71,88
2012-07-05,2012-07,Thu,fall,6,24,30
2012-07-05,2012-07,Thu,fall,4,14,18
2012-07-05,2012-07,Thu,fall,2,5,7
2012-07-05,2012-07,Thu,fall,0,7,7
2012-07-05,2012-07,Thu,fall,1,28,29
2012-07-05,2012-07,Thu,fall,3,130,133
2012-07-05,2012-07,Thu,fall,27,316,343
2012-07-05,2012-07,Thu,fall,36,514,550
2012-07-05,2012-07,Thu,fall,47,246,293
2012-07-05,2012-07,Thu,fall,69,117,186
2012-07-05,2012-07,Thu,fall,107,137,244
2012-07-05,2012-07,Thu,fall,88,188,276
2012-07-05,2012-07,Thu,fall,129,181,310
2012-07-05,2012-07,Thu,fall,87,154,241
2012-07-05,2012-07,Thu,fall,71,183,254
2012-07-05,2012-07,Thu,fall,109,324,433
2012-07-05,2012-07,Thu,fall,114,575,689
2012-07-05,2012-07,Thu,fall,96,511,607
2012-07-05,2012-07,Thu,fall,128,375,503
2012-07-05,2012-07,Thu,fall,78,243,321
2012-07-05,2012-07,Thu,fall,91,232,323
2012-07-05,2012-07,Thu,fall,63,162,225
2012-07-05,2012-07,Thu,fall,32,99,131
2012-07-06,2012-07,Fri,fall,39,63,102
2012-07-06,2012-07,Fri,fall,7,22,29
2012-07-06,2012-07,Fri,fall,4,13,17
2012-07-06,2012-07,Fri,fall,1,6,7
2012-07-06,2012-07,Fri,fall,2,4,6
2012-07-06,2012-07,Fri,fall,4,31,35
2012-07-06,2012-07,Fri,fall,4,127,131
2012-07-06,2012-07,Fri,fall,20,333,353
2012-07-06,2012-07,Fri,fall,28,557,585
2012-07-06,2012-07,Fri,fall,55,249,304
2012-07-06,2012-07,Fri,fall,80,130,210
2012-07-06,2012-07,Fri,fall,92,141,233
2012-07-06,2012-07,Fri,fall,111,220,331
2012-07-06,2012-07,Fri,fall,99,194,293
2012-07-06,2012-07,Fri,fall,91,184,275
2012-07-06,2012-07,Fri,fall,79,206,285
2012-07-06,2012-07,Fri,fall,69,300,369
2012-07-06,2012-07,Fri,fall,90,486,576
2012-07-06,2012-07,Fri,fall,106,454,560
2012-07-06,2012-07,Fri,fall,112,306,418
2012-07-06,2012-07,Fri,fall,91,245,336
2012-07-06,2012-07,Fri,fall,77,223,300
2012-07-06,2012-07,Fri,fall,78,210,288
2012-07-06,2012-07,Fri,fall,27,137,164
2012-07-07,2012-07,Sat,fall,35,115,150
2012-07-07,2012-07,Sat,fall,16,55,71
2012-07-07,2012-07,Sat,fall,11,47,58
2012-07-07,2012-07,Sat,fall,12,19,31
2012-07-07,2012-07,Sat,fall,3,13,16
2012-07-07,2012-07,Sat,fall,2,12,14
2012-07-07,2012-07,Sat,fall,4,27,31
2012-07-07,2012-07,Sat,fall,8,63,71
2012-07-07,2012-07,Sat,fall,32,120,152
2012-07-07,2012-07,Sat,fall,69,187,256
2012-07-07,2012-07,Sat,fall,100,225,325
2012-07-07,2012-07,Sat,fall,122,245,367
2012-07-07,2012-07,Sat,fall,124,218,342
2012-07-07,2012-07,Sat,fall,116,244,360
2012-07-07,2012-07,Sat,fall,105,203,308
2012-07-07,2012-07,Sat,fall,113,193,306
2012-07-07,2012-07,Sat,fall,102,192,294
2012-07-07,2012-07,Sat,fall,103,176,279
2012-07-07,2012-07,Sat,fall,83,194,277
2012-07-07,2012-07,Sat,fall,68,219,287
2012-07-07,2012-07,Sat,fall,79,197,276
2012-07-07,2012-07,Sat,fall,51,150,201
2012-07-07,2012-07,Sat,fall,56,164,220
2012-07-07,2012-07,Sat,fall,34,114,148
2012-07-08,2012-07,Sun,fall,22,125,147
2012-07-08,2012-07,Sun,fall,25,99,124
2012-07-08,2012-07,Sun,fall,11,59,70
2012-07-08,2012-07,Sun,fall,1,34,35
2012-07-08,2012-07,Sun,fall,2,11,13
2012-07-08,2012-07,Sun,fall,1,5,6
2012-07-08,2012-07,Sun,fall,5,16,21
2012-07-08,2012-07,Sun,fall,19,33,52
2012-07-08,2012-07,Sun,fall,35,95,130
2012-07-08,2012-07,Sun,fall,70,172,242
2012-07-08,2012-07,Sun,fall,85,234,319
2012-07-08,2012-07,Sun,fall,120,269,389
2012-07-08,2012-07,Sun,fall,105,271,376
2012-07-08,2012-07,Sun,fall,118,219,337
2012-07-08,2012-07,Sun,fall,77,235,312
2012-07-08,2012-07,Sun,fall,80,218,298
2012-07-08,2012-07,Sun,fall,65,226,291
2012-07-08,2012-07,Sun,fall,68,202,270
2012-07-08,2012-07,Sun,fall,54,199,253
2012-07-08,2012-07,Sun,fall,66,184,250
2012-07-08,2012-07,Sun,fall,79,206,285
2012-07-08,2012-07,Sun,fall,58,149,207
2012-07-08,2012-07,Sun,fall,12,110,122
2012-07-08,2012-07,Sun,fall,25,98,123
2012-07-09,2012-07,Mon,fall,6,33,39
2012-07-09,2012-07,Mon,fall,5,13,18
2012-07-09,2012-07,Mon,fall,1,4,5
2012-07-09,2012-07,Mon,fall,0,5,5
2012-07-09,2012-07,Mon,fall,1,1,2
2012-07-09,2012-07,Mon,fall,1,27,28
2012-07-09,2012-07,Mon,fall,6,86,92
2012-07-09,2012-07,Mon,fall,7,223,230
2012-07-09,2012-07,Mon,fall,26,429,455
2012-07-09,2012-07,Mon,fall,38,325,363
2012-07-09,2012-07,Mon,fall,58,117,175
2012-07-09,2012-07,Mon,fall,72,144,216
2012-07-09,2012-07,Mon,fall,61,205,266
2012-07-09,2012-07,Mon,fall,67,188,255
2012-07-09,2012-07,Mon,fall,58,184,242
2012-07-09,2012-07,Mon,fall,66,214,280
2012-07-09,2012-07,Mon,fall,88,325,413
2012-07-09,2012-07,Mon,fall,108,741,849
2012-07-09,2012-07,Mon,fall,82,790,872
2012-07-09,2012-07,Mon,fall,88,543,631
2012-07-09,2012-07,Mon,fall,69,378,447
2012-07-09,2012-07,Mon,fall,33,298,331
2012-07-09,2012-07,Mon,fall,35,189,224
2012-07-09,2012-07,Mon,fall,22,109,131
2012-07-10,2012-07,Tue,fall,16,53,69
2012-07-10,2012-07,Tue,fall,0,15,15
2012-07-10,2012-07,Tue,fall,1,15,16
2012-07-10,2012-07,Tue,fall,0,3,3
2012-07-10,2012-07,Tue,fall,0,4,4
2012-07-10,2012-07,Tue,fall,3,39,42
2012-07-10,2012-07,Tue,fall,4,183,187
2012-07-10,2012-07,Tue,fall,31,489,520
2012-07-10,2012-07,Tue,fall,34,615,649
2012-07-10,2012-07,Tue,fall,47,284,331
2012-07-10,2012-07,Tue,fall,56,134,190
2012-07-10,2012-07,Tue,fall,92,157,249
2012-07-10,2012-07,Tue,fall,69,203,272
2012-07-10,2012-07,Tue,fall,77,203,280
2012-07-10,2012-07,Tue,fall,71,171,242
2012-07-10,2012-07,Tue,fall,77,188,265
2012-07-10,2012-07,Tue,fall,89,346,435
2012-07-10,2012-07,Tue,fall,103,769,872
2012-07-10,2012-07,Tue,fall,70,749,819
2012-07-10,2012-07,Tue,fall,55,359,414
2012-07-10,2012-07,Tue,fall,9,75,84
2012-07-10,2012-07,Tue,fall,7,83,90
2012-07-10,2012-07,Tue,fall,14,125,139
2012-07-10,2012-07,Tue,fall,29,74,103
2012-07-11,2012-07,Wed,fall,6,38,44
2012-07-11,2012-07,Wed,fall,3,11,14
2012-07-11,2012-07,Wed,fall,0,5,5
2012-07-11,2012-07,Wed,fall,0,5,5
2012-07-11,2012-07,Wed,fall,1,6,7
2012-07-11,2012-07,Wed,fall,5,36,41
2012-07-11,2012-07,Wed,fall,17,168,185
2012-07-11,2012-07,Wed,fall,26,471,497
2012-07-11,2012-07,Wed,fall,30,644,674
2012-07-11,2012-07,Wed,fall,30,298,328
2012-07-11,2012-07,Wed,fall,47,148,195
2012-07-11,2012-07,Wed,fall,56,173,229
2012-07-11,2012-07,Wed,fall,69,223,292
2012-07-11,2012-07,Wed,fall,65,208,273
2012-07-11,2012-07,Wed,fall,66,175,241
2012-07-11,2012-07,Wed,fall,56,220,276
2012-07-11,2012-07,Wed,fall,53,358,411
2012-07-11,2012-07,Wed,fall,90,740,830
2012-07-11,2012-07,Wed,fall,79,735,814
2012-07-11,2012-07,Wed,fall,73,560,633
2012-07-11,2012-07,Wed,fall,73,410,483
2012-07-11,2012-07,Wed,fall,69,322,391
2012-07-11,2012-07,Wed,fall,41,203,244
2012-07-11,2012-07,Wed,fall,20,132,152
2012-07-12,2012-07,Thu,fall,1,55,56
2012-07-12,2012-07,Thu,fall,0,21,21
2012-07-12,2012-07,Thu,fall,0,9,9
2012-07-12,2012-07,Thu,fall,0,10,10
2012-07-12,2012-07,Thu,fall,0,5,5
2012-07-12,2012-07,Thu,fall,4,40,44
2012-07-12,2012-07,Thu,fall,7,171,178
2012-07-12,2012-07,Thu,fall,32,480,512
2012-07-12,2012-07,Thu,fall,49,653,702
2012-07-12,2012-07,Thu,fall,42,285,327
2012-07-12,2012-07,Thu,fall,69,145,214
2012-07-12,2012-07,Thu,fall,49,166,215
2012-07-12,2012-07,Thu,fall,71,221,292
2012-07-12,2012-07,Thu,fall,52,225,277
2012-07-12,2012-07,Thu,fall,42,167,209
2012-07-12,2012-07,Thu,fall,63,208,271
2012-07-12,2012-07,Thu,fall,69,370,439
2012-07-12,2012-07,Thu,fall,91,704,795
2012-07-12,2012-07,Thu,fall,86,739,825
2012-07-12,2012-07,Thu,fall,97,532,629
2012-07-12,2012-07,Thu,fall,75,439,514
2012-07-12,2012-07,Thu,fall,44,329,373
2012-07-12,2012-07,Thu,fall,56,262,318
2012-07-12,2012-07,Thu,fall,33,178,211
2012-07-13,2012-07,Fri,fall,19,76,95
2012-07-13,2012-07,Fri,fall,17,42,59
2012-07-13,2012-07,Fri,fall,2,15,17
2012-07-13,2012-07,Fri,fall,2,7,9
2012-07-13,2012-07,Fri,fall,0,11,11
2012-07-13,2012-07,Fri,fall,4,30,34
2012-07-13,2012-07,Fri,fall,7,120,127
2012-07-13,2012-07,Fri,fall,27,353,380
2012-07-13,2012-07,Fri,fall,53,660,713
2012-07-13,2012-07,Fri,fall,70,344,414
2012-07-13,2012-07,Fri,fall,78,190,268
2012-07-13,2012-07,Fri,fall,68,220,288
2012-07-13,2012-07,Fri,fall,125,254,379
2012-07-13,2012-07,Fri,fall,100,274,374
2012-07-13,2012-07,Fri,fall,120,249,369
2012-07-13,2012-07,Fri,fall,92,261,353
2012-07-13,2012-07,Fri,fall,111,381,492
2012-07-13,2012-07,Fri,fall,138,697,835
2012-07-13,2012-07,Fri,fall,108,523,631
2012-07-13,2012-07,Fri,fall,103,385,488
2012-07-13,2012-07,Fri,fall,95,294,389
2012-07-13,2012-07,Fri,fall,76,223,299
2012-07-13,2012-07,Fri,fall,59,204,263
2012-07-13,2012-07,Fri,fall,37,175,212
2012-07-14,2012-07,Sat,fall,35,156,191
2012-07-14,2012-07,Sat,fall,13,105,118
2012-07-14,2012-07,Sat,fall,10,91,101
